,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5
15,0.9105661019985732,0.8963665762274855,0.8827141673606281,0.8695271363148225,0.8567994409087512,0.8445039166241521,0.8325081561298046,0.8207833817049824,0.8092374106120617,0.7977339660904001,0.7862418275944764,0.7746250016265201,0.7628390938976283,0.7508659810809688,0.7385983749638645,0.7262105564910628,0.7136763911160359,0.7010739616754229
17,0.8775535746517444,0.8544895868030401,0.832241999582857,0.8110344981411631,0.790937503948187,0.7719050549051403,0.753797267462845,0.7365632025948838,0.7201146278572065,0.7043443969174872,0.689199968364319,0.6745903864503614,0.6604852905056954,0.6467767977091413,0.6334561518756001,0.6206041576847133,0.6081224033569603,0.5959875565854715
19,0.8702540832090213,0.8444280291677279,0.8194441583559329,0.7957582616068217,0.7735141955855458,0.7526147603222426,0.7328560125873174,0.7141055299451232,0.6962083993118118,0.6790303050521826,0.6625107897129778,0.6465491230258907,0.631131621564861,0.6161749908246189,0.6016740257478802,0.5875996808867949,0.5738917921474078,0.560595230401008
21,0.8707038306027718,0.8444283754154926,0.8185424358587902,0.7935346215507274,0.7696927640447315,0.7471275645614283,0.7258032259674239,0.7056362701786981,0.68653310488785,0.6683490656516331,0.6509723452687071,0.6342687949657934,0.6181929817246088,0.6026130212155095,0.5875166807105701,0.5728305096778228,0.5584924481469682,0.5445030257713014
23,0.8725459384143897,0.8466486116375357,0.8208595886981924,0.7954721249337272,0.770750204302337,0.7468823928184497,0.7239444630647671,0.7019687631690743,0.6809560091088667,0.6608441310646623,0.6416090897412228,0.6231601799226125,0.6054451344973064,0.5883723880260148,0.5718984453376375,0.5559614646697493,0.5405349574590292,0.5254579279215554
25,0.8748745041629873,0.8481950331678189,0.8215678662020254,0.7952115019287163,0.769336241871894,0.7440921638603974,0.7195766621356139,0.6958441729870929,0.6729379179468749,0.6508719534622078,0.6295776144363767,0.6090588107569881,0.5893102705213775,0.5702854778659073,0.551967437576351,0.534292446984209,0.5171916874138797,0.5006104392685855
27,0.8798904333974649,0.8533667442905204,0.8265899576008235,0.7997746385075267,0.7731397458224369,0.7468959076446641,0.721191377008543,0.6961243833192652,0.6717725334124335,0.6481590368047487,0.625326599289013,0.6032773794549642,0.5820571960774016,0.5616250793625162,0.5419227054806094,0.523022516418483,0.5047411616264437,0.487148907856827
29,0.8864980031688935,0.8604658931419449,0.8339722330217627,0.8072727640043217,0.7806259923274438,0.7542283019647753,0.7282631168659013,0.7028690590944537,0.6781364559339645,0.654120182558225,0.6308836363305662,0.6084971745862997,0.5868985585782396,0.5661356019999959,0.5461826851514187,0.5269634409264462,0.5083620036626889,0.4906032464629669
31,0.8807620627995529,0.854212036984384,0.8273468350620872,0.8004080291507601,0.773658791178827,0.7472861650731215,0.7214869926217884,0.6963486801200529,0.6719678037654317,0.6483809142571302,0.6255597582292126,0.6036478039839082,0.5825715171147277,0.562311191190757,0.5429094757709546,0.5242881743441592,0.5063625000208576,0.4891724237473404
